,Amount,Detailed Head,Detailed Head Description,District,Group Sub Head,Group Sub Head Description,Head of Account,Major Head,Major Head Description,Major Head Type,Minor Head,Minor Head Description,Month,Plan/Non Plan,Sub Detailed Head,Sub Detailed Head Description,Sub Head,Sub Head Description,Sub Major Head,Sub Major Head Description,Voted/Charged,Year
23328,400.0,130.0,Office Expenses,SRIKAKULAM,0.0,Not Applicable,2235021020010130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,131.0,"Service Postage, Telegram and Telephone Charges",10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23329,22670.0,130.0,Office Expenses,SRIKAKULAM,0.0,Not Applicable,2235021020010130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,132.0,Other Office Expenses,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23330,1737.0,130.0,Office Expenses,SRIKAKULAM,0.0,Not Applicable,2235021020010130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,133.0,Water and Electricity Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23331,10000.0,140.0,"Rents, Rates and Taxes",SRIKAKULAM,0.0,Not Applicable,2235021020010140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23332,64625.0,210.0,Supplies and Materials,SRIKAKULAM,0.0,Not Applicable,2235021020010210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,211.0,Materials and Supplies,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23333,1150.0,210.0,Supplies and Materials,SRIKAKULAM,0.0,Not Applicable,2235021020010210212NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,212.0,Drugs and Medicines,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23334,109696.0,230.0,Cost of Ration/Diet Charges,SRIKAKULAM,0.0,Not Applicable,2235021020010230000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23335,23990.0,250.0,"Clothing, Tentage and Store",SRIKAKULAM,0.0,Not Applicable,2235021020010250000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23336,16200.0,500.0,Other Charges,SRIKAKULAM,0.0,Not Applicable,2235021020010500504NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,N,504.0,Cosmetic Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
23337,0.0,280.0,Professional Services,SRIKAKULAM,6.0,Matching State Share of Centrally Assisted State Development Schemes,2235021020609280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,283.0,Payments to Anganwadi Workers,9.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23347,2685762.0,10.0,Salaries,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,11.0,Pay,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23348,77454.0,10.0,Salaries,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,12.0,Allowances,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23349,2011905.0,10.0,Salaries,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,13.0,Dearness Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23350,494852.0,10.0,Salaries,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,15.0,Interim Relief,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23351,371621.0,10.0,Salaries,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,16.0,House Rent Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23352,34984.0,10.0,Salaries,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,17.0,Medical Reimbursement,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23353,14972.0,10.0,Salaries,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,18.0,Encashment of Earned Leave,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23355,0.0,110.0,Domestic Travel Expenses,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,111.0,Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23356,0.0,110.0,Domestic Travel Expenses,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205110114NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,114.0,Fixed Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23357,0.0,130.0,Office Expenses,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,131.0,"Service Postage, Telegram and Telephone Charges",5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23358,0.0,130.0,Office Expenses,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,132.0,Other Office Expenses,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23359,0.0,130.0,Office Expenses,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,133.0,Water and Electricity Charges,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23360,0.0,130.0,Office Expenses,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205130134NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,134.0,Hiring of Private Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23361,0.0,140.0,"Rents, Rates and Taxes",SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23362,0.0,240.0,"Petrol, Oil and Lubricants",SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205240000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23363,0.0,280.0,Professional Services,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,283.0,Payments to Anganwadi Workers,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23364,0.0,300.0,Other Contractual Services,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205300000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23365,100586081.0,310.0,Grants-in-Aid,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205310312NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,312.0,Other Grants-in-Aid,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23366,0.0,510.0,Motor Vehicles,SRIKAKULAM,12.0,Central Assistance to State Development Schemes,2235021021205510511NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,MAY,P,511.0,Maintenance of Office Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
23422,0.0,280.0,Professional Services,SRIKAKULAM,11.0,State Development Schemes,2235027961105280283NVN,2235.0,Social Security and Welfare,P,796.0,Tribal Areas Sub-Plan,MAY,P,283.0,Payments to Anganwadi Workers,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
24069,0.0,1.0,Advances for N.G.Os. for Education of their children and other Miscellaneous purposes,SRIKAKULAM,0.0,Not Applicable,7610008000010001000NVN,7610.0,"Loans to Government Servants etc.,",P,800.0,Other Expenditure,MAY,N,0.0,Not Applicable,10.0,Advances to N.G.O's for education of their children and other Misc.purposes,0.0,Not Applicable,V,2014
24690,1488653.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202011010004010011NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,11.0,Pay,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24691,11193.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202011010004010012NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,12.0,Allowances,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24692,1316187.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202011010004010013NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,13.0,Dearness Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24693,447114.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202011010004010015NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,15.0,Interim Relief,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24694,199971.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202011010004010016NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,16.0,House Rent Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24695,17321.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202011010004010017NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,17.0,Medical Reimbursement,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24696,205434.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202011010004010018NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,18.0,Encashment of Earned Leave,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24697,0.0,130.0,Office Expenses,CHITTOOR,0.0,Not Applicable,2202011010004130133NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,133.0,Water and Electricity Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24698,0.0,210.0,Supplies and Materials,CHITTOOR,0.0,Not Applicable,2202011010004210211NVN,2202.0,General Education,P,101.0,Government Primary Schools,JAN,N,211.0,Materials and Supplies,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
24699,-11717.0,310.0,Grants-in-Aid,CHITTOOR,0.0,Not Applicable,2202011020004310311NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",JAN,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
24764,12937815.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202021090004010011NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,11.0,Pay,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24765,76564.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202021090004010012NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,12.0,Allowances,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24766,10102529.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202021090004010013NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,13.0,Dearness Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24767,3479319.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202021090004010015NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,15.0,Interim Relief,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24768,1638848.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202021090004010016NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,16.0,House Rent Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24769,-115925.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202021090004010017NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,17.0,Medical Reimbursement,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24770,339975.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2202021090004010018NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,18.0,Encashment of Earned Leave,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24772,0.0,130.0,Office Expenses,CHITTOOR,0.0,Not Applicable,2202021090004130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24773,0.0,310.0,Grants-in-Aid,CHITTOOR,0.0,Not Applicable,2202021090004310318NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,N,318.0,Obsequies Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24774,43833.0,130.0,Office Expenses,CHITTOOR,11.0,State Development Schemes,2202021091104130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JAN,P,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
24783,2493218.0,310.0,Grants-in-Aid,CHITTOOR,0.0,Not Applicable,2202021100004310311NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,JAN,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
24784,0.0,310.0,Grants-in-Aid,CHITTOOR,0.0,Not Applicable,2202021100004310312NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,JAN,N,312.0,Other Grants-in-Aid,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
25405,34070.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2211001030004010011NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JAN,N,11.0,Pay,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
25406,0.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2211001030004010012NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JAN,N,12.0,Allowances,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
25407,26516.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2211001030004010013NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JAN,N,13.0,Dearness Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
25408,9191.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2211001030004010015NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JAN,N,15.0,Interim Relief,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
25409,4936.0,10.0,Salaries,CHITTOOR,0.0,Not Applicable,2211001030004010016NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JAN,N,16.0,House Rent Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
25768,308006.0,10.0,Salaries,CHITTOOR,11.0,State Development Schemes,2225032771122010011NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,11.0,Pay,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
25769,-8367.0,10.0,Salaries,CHITTOOR,11.0,State Development Schemes,2225032771122010012NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,12.0,Allowances,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
25770,241119.0,10.0,Salaries,CHITTOOR,11.0,State Development Schemes,2225032771122010013NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,13.0,Dearness Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
25771,83635.0,10.0,Salaries,CHITTOOR,11.0,State Development Schemes,2225032771122010015NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,15.0,Interim Relief,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
25772,41430.0,10.0,Salaries,CHITTOOR,11.0,State Development Schemes,2225032771122010016NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,16.0,House Rent Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
25773,0.0,130.0,Office Expenses,CHITTOOR,11.0,State Development Schemes,2225032771122130131NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,131.0,"Service Postage, Telegram and Telephone Charges",22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
25774,0.0,130.0,Office Expenses,CHITTOOR,11.0,State Development Schemes,2225032771122130132NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,132.0,Other Office Expenses,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
25775,-20995.0,130.0,Office Expenses,CHITTOOR,11.0,State Development Schemes,2225032771122130133NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,133.0,Water and Electricity Charges,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
25776,-213009.0,140.0,"Rents, Rates and Taxes",CHITTOOR,11.0,State Development Schemes,2225032771122140000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JAN,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
